filename,minX,maxX,minY,maxY,classname
1.3.6.1.4.1.14519.5.2.1.6279.6001.224465398054769500989828256685,182,202,393,413,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.238855414831158993232534884296,99,107,297,305,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.244442540088515471945035689377,402,412,287,297,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.245391706475696258069508046497,421,429,147,155,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.246225645401227472829175288633,406,416,212,222,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.255999614855292116767517149228,110,126,188,204,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.257840703452266097926250569223,108,116,321,329,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.258220324170977900491673635112,358,380,377,399,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.262736997975960398949912434623,90,96,283,289,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.273525289046256012743471155680,384,388,335,339,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.275755514659958628040305922764,127,133,176,182,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.275986221854423197884953496664,120,126,314,320,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.290135156874098366424871975734,156,182,382,408,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.291539125579672469833850180824,423,429,183,189,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.296738183013079390785739615169,125,145,280,300,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.299476369290630280560355838785,111,119,194,202,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.301582691063019848479942618641,367,379,168,180,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.308655308958459380153492314021,178,186,380,388,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.323408652979949774528873200770,351,381,249,279,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.323899724653546164058849558431,388,394,375,381,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.338104567770715523699587505022,310,316,363,369,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.338114620394879648539943280992,134,148,276,290,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.338875090785618956575597613546,91,99,315,323,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.339882192295517122002429068974,194,204,151,161,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.394470743585708729682444806008,332,340,381,389,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.413896555982844732694353377538,445,451,177,183,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.439153572396640163898529626096,46,60,257,271,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.504845428620607044098514803031,446,454,318,326,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.627998298349675613581885874395,454,466,290,302,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.693480911433291675609148051914,123,131,195,203,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.725023183844147505748475581290,157,177,355,375,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.750792629100457382099842515038,114,136,312,334,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.866845763956586959109892274084,123,135,260,272,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.106630482085576298661469304872,133,143,266,276,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.107109359065300889765026303943,110,134,144,168,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.117040183261056772902616195387,131,135,394,398,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.119209873306155771318545953948,135,143,147,155,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.119304665257760307862874140576,19,43,254,278,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.119515474430718803379832249911,410,416,299,305,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.123654356399290048011621921476,90,96,152,158,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.129007566048223160327836686225,122,130,393,401,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.130765375502800983459674173881,73,81,261,269,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.147325126373007278009743173696,139,145,212,218,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.149893110752986700464921264055,117,143,275,301,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.150684298696437181894923266019,118,126,209,217,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.151764021165118974848436095034,387,393,283,289,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.153646219551578201092527860224,140,148,148,156,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.156016499715048493339281864474,84,92,214,222,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.161067514225109999586362698069,300,310,298,308,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.167237290696350215427953159586,363,377,338,352,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.168737928729363683423228050295,198,218,346,366,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.168985655485163461062675655739,369,375,357,363,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.170052181746004939527661217512,85,89,249,253,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.170921541362033046216100409521,224,228,313,317,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.173556680294801532247454313511,331,337,354,360,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.174168737938619557573021395302,366,370,349,353,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.176030616406569931557298712518,402,408,215,221,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.200725988589959521302320481687,352,362,351,361,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.221017801605543296514746423389,373,383,352,362,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.233433352108264931671753343044,93,103,211,221,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.233652865358649579816568545171,134,142,322,330,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.241717018262666382493757419144,297,307,309,319,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.245248446973732759194067808002,412,420,248,256,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.247816269490470394602288565775,181,187,369,375,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.249450003033735700817635168066,446,454,335,343,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.251215764736737018371915284679,129,149,169,189,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.252814707117018427472206147014,78,86,208,216,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.254473943359963613733707320244,352,360,365,373,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.270951128717816232360812849541,352,362,360,370,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.277452631455527999380186898011,339,345,239,245,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.282779922503707013097174625409,408,414,127,133,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.286217539434358186648717203667,209,215,226,232,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.292194861362266467652267941663,320,328,381,389,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.309955999522338651429118207446,422,432,292,302,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.315187221221054114974341475212,127,131,373,377,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.315770913282450940389971401304,331,337,380,386,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.316900421002460665752357657094,94,132,179,217,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.316911475886263032009840828684,388,404,344,360,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.321935195060268166151738328001,340,352,217,229,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.329404588567903628160652715124,304,312,329,337,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.329624439086643515259182406526,119,127,361,369,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.330544495001617450666819906758,192,210,218,236,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.338447145504282422142824032832,451,457,262,268,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.404457313935200882843898832756,398,414,240,256,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.416701701108520592702405866796,296,302,316,322,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,377,387,316,326,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.569096986145782511000054443951,379,387,391,399,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.618434772073433276874225174904,271,277,289,295,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.652347820272212119124022644822,95,119,320,344,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.658611160253017715059194304729,156,164,323,331,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.669435869708883155232318480131,206,236,274,304,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.725236073737175770730904408416,94,104,310,320,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.803987517543436570820681016103,326,334,363,371,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.877026508860018521147620598474,162,178,279,295,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.948414623428298219623354433437,143,163,270,290,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.955688628308192728558382581802,84,90,274,280,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.105495028985881418176186711228,119,129,275,285,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.106379658920626694402549886949,161,169,336,344,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.111496024928645603833332252962,423,431,298,306,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.113679818447732724990336702075,397,403,309,315,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.114249388265341701207347458535,155,163,218,226,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.122621219961396951727742490470,155,173,247,265,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.125124219978170516876304987559,416,420,348,352,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.129982010889624423230394257528,201,205,219,223,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.130036599816889919308975074972,109,117,166,174,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.140253591510022414496468423138,105,115,326,336,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.141149610914910880857802344415,125,141,273,289,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.171177995014336749670107905732,409,417,342,350,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.174692377730646477496286081479,178,190,331,343,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.179209990684978588019929720099,103,113,201,211,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.185154482385982570363528682299,160,180,392,412,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.195913706607582347421429908613,124,128,191,195,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.199282854229880908602362094937,160,168,147,155,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.214252223927572015414741039150,341,351,202,212,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.215640837032688688030770057224,389,399,349,359,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.219618492426142913407827034169,171,199,134,162,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.226889213794065160713547677129,340,346,394,400,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.227707494413800460340110762069,195,205,351,361,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.228934821089041845791238006047,391,397,323,329,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.230675342744370103160629638194,114,120,159,165,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.233001470265230594739708503198,121,135,351,365,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.238019241099704094018548301753,169,177,173,181,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.242624386080831911167122628616,132,138,236,242,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.246758220302211646532176593724,412,418,251,257,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.249032660919473722154870746474,171,177,372,378,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.249404938669582150398726875826,305,315,339,349,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.261700367741314729940340271960,297,301,258,262,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.264251211689085893915477907261,123,129,295,301,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.271307051432838466826189754230,417,445,222,250,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.272348349298439120568330857680,179,207,276,304,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.279300249795483097365868125932,328,348,260,280,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.280125803152924778388346920341,173,181,263,271,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.294120933998772507043263238704,320,326,203,209,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.295462530340364058116953738925,351,357,320,326,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.297433269262659217151107535012,135,145,137,147,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.323426705628838942177546503237,383,387,274,278,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.323535944958374186208096541480,201,209,272,280,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.328789598898469177563438457842,386,392,212,218,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.332829333783605240302521201463,146,154,297,305,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.362762275895885013176610377950,151,157,138,144,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.483655032093002252444764787700,459,467,298,306,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.550599855064600241623943717588,192,198,363,369,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.592821488053137951302246128864,445,461,282,298,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.613212850444255764524630781782,193,221,270,298,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.771831598853841017505646275338,297,321,322,346,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.837810280808122125183730411210,142,154,206,218,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.900182736599353600185270496549,76,82,302,308,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.908250781706513856628130123235,139,147,171,179,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.944888107209008719031293531091,303,313,169,179,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.994459772950022352718462251777,38,44,218,224,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.100225287222365663678666836860,40,48,207,215,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.131939324905446238286154504249,115,133,362,380,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.137773550852881583165286615668,404,432,182,210,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.143622857676008763729469324839,135,159,267,291,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.149041668385192796520281592139,349,371,352,374,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.153732973534937692357111055819,375,383,270,278,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.168833925301530155818375859047,86,96,171,181,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.172243743899615313644757844726,155,165,292,302,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.177086402277715068525592995222,190,198,249,257,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.179943248049071805421192715219,443,449,201,207,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.183982839679953938397312236359,157,187,310,340,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.188059920088313909273628445208,89,97,362,370,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.194766721609772924944646251928,131,157,253,279,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.198016798894102791158686961192,30,38,245,253,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.200513183558872708878454294671,169,175,153,159,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.202283133206014258077705539227,171,193,335,357,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.204287915902811325371247860532,340,346,348,354,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.204566802718283633558802774757,335,355,297,317,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.206028343897359374907954580114,361,367,131,137,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.206097113343059612247503064658,348,376,319,347,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.207341668080525761926965850679,92,98,205,211,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.213854687290736562463866711534,419,435,255,271,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.219254430927834326484477690403,441,449,267,275,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.225515255547637437801620523312,279,295,158,174,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.226152078193253087875725735761,173,187,342,356,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.239358021703233250639913775427,358,364,141,147,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.241083615484551649610616348856,330,342,311,323,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.247060297988514823071467295949,438,446,367,375,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.249314567767437206995861966896,283,303,348,368,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.254957696184671649675053562027,149,157,123,131,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.257383535269991165447822992959,228,234,351,357,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.257515388956260258681136624817,177,193,259,275,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.259124675432205040899951626253,145,151,139,145,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.262873069163227096134627700599,294,304,359,369,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.271220641987745483198036913951,96,110,328,342,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.272123398257168239653655006815,205,221,158,174,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.286422846896797433168187085942,127,157,292,322,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.288701997968615460794642979503,196,202,335,341,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.297964221542942838344351735414,165,171,242,248,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.297988578825170426663869669862,317,331,200,214,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.299806338046301317870803017534,402,408,294,300,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.300136985030081433029390459071,397,427,225,255,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.301462380687644451483231621986,376,394,310,328,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.302403227435841351528721627052,416,424,291,299,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.305887072264491016857673607285,58,66,253,261,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.346115813056769250958550383763,109,117,231,239,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.397522780537301776672854630421,278,296,324,342,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.454273545863197752384437758130,271,277,346,352,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.478062284228419671253422844986,151,159,392,400,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.486999111981013268988489262668,378,386,366,374,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.487268565754493433372433148666,380,414,235,269,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.518487185634324801733841260431,374,382,170,178,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.675543413149938600000570588203,85,91,121,127,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.724562063158320418413995627171,210,220,193,203,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.774060103415303828812229821954,119,125,286,292,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.776800177074349870648765614630,112,116,242,246,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.792381786708289670758399079830,403,423,300,320,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.882070241245008756731854510592,86,94,291,299,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.931383239747372227838946053237,292,298,335,341,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.997611074084993415992563148335,335,341,366,372,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.102681962408431413578140925249,342,366,267,291,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.112767175295249119452142211437,178,184,317,323,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.114914167428485563471327801935,200,212,234,246,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.121108220866971173712229588402,89,97,171,179,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.124822907934319930841506266464,166,172,428,434,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.134519406153127654901640638633,101,115,186,200,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.138813197521718693188313387015,310,330,326,346,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.141345499716190654505508410197,164,172,357,365,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.150097650621090951325113116280,305,313,262,270,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.153985109349433321657655488650,162,194,250,282,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.167661207884826429102690781600,296,308,280,292,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.170706757615202213033480003264,354,380,336,362,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.173931884906244951746140865701,354,378,353,377,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.174449669706458092793093760291,392,412,278,298,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.176869045992276345870480098568,207,213,388,394,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.182192086929819295877506541021,342,346,125,129,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.187694838527128312070807533473,403,425,170,192,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.188385286346390202873004762827,93,99,148,154,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.188619674701053082195613114069,125,135,319,329,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.193964947698259739624715468431,289,295,346,352,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.194632613233275988184244485809,171,199,227,255,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.195557219224169985110295082004,382,390,186,194,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.196251645377731223510086726530,376,384,163,171,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.199261544234308780356714831537,122,134,200,212,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.212608679077007918190529579976,172,178,267,273,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.215104063467523905369326175410,53,61,281,289,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.215785045378334625097907422785,200,206,313,319,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.217754016294471278921686508169,97,103,209,215,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.220596530836092324070084384692,136,170,337,371,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.222052723822248889877676736332,159,173,259,273,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.227968442353440630355230778531,146,164,322,340,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.229096941293122177107846044795,117,123,127,133,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.229860476925100292554329427970,102,108,152,158,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.230491296081537726468075344411,360,374,318,332,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.237215747217294006286437405216,174,180,180,186,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.250481236093201801255751845296,336,340,358,362,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.265780642925621389994857727416,82,96,220,234,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.268030488196493755113553009785,372,384,335,347,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.272344603176687884771013620823,365,393,244,272,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.292994770358625142596171316474,417,423,256,262,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.300270516469599170290456821227,119,125,143,149,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.309901913847714156367981722205,174,188,271,285,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.311476128731958142981941696518,129,137,383,391,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.312127933722985204808706697221,0,-280,0,-211,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.328944769569002417592093467626,110,116,245,251,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.337005960787660957389988207064,156,160,162,166,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.340158437895922179455019686521,76,84,254,262,nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.387954549120924524005910602207,319,327,259,267,nodule
